image_id,image_name,image_path,model_id,step_id,view_angle,is_error,error_type,schema_error_type,error_detail,evaluation_scope,source_split,raw_label,filename_valid,inventory_filename_valid,inventory_validation_errors,duplicate_group_id,sha256
input/missingpart/model03_step03/model03_step03_missingpart-B01_bottom_01.jpg,model03_step03_missingpart-B01_bottom_01.jpg,input/missingpart/model03_step03/model03_step03_missingpart-B01_bottom_01.jpg,model03,step03,bottom,true,missing,missingpart,B01,in_scope,input,missingpart,true,true,,,5082f6937003574153c6260e48bd2fc901e736d16d37a3998e3ae5c8d2680ed3
input/missingpart/model03_step03/model03_step03_missingpart-B01_front_01.jpg,model03_step03_missingpart-B01_front_01.jpg,input/missingpart/model03_step03/model03_step03_missingpart-B01_front_01.jpg,model03,step03,front,true,missing,missingpart,B01,in_scope,input,missingpart,true,true,,,7073c207ec0b0bbb09df748a167801dc676e0862139d6cfc5c504aa7f77b9d43
input/missingpart/model03_step03/model03_step03_missingpart-B01_left_01.jpg,model03_step03_missingpart-B01_left_01.jpg,input/missingpart/model03_step03/model03_step03_missingpart-B01_left_01.jpg,model03,step03,left,true,missing,missingpart,B01,in_scope,input,missingpart,true,true,,,d2e6c84b26d42df799f924baa5711d849af28e6097fc8aa011e87bfd62a86aa2
input/missingpart/model03_step03/model03_step03_missingpart-B01_right_01.jpg,model03_step03_missingpart-B01_right_01.jpg,input/missingpart/model03_step03/model03_step03_missingpart-B01_right_01.jpg,model03,step03,right,true,missing,missingpart,B01,in_scope,input,missingpart,true,true,,,9dfac41558c477bbafcc8adeae2241d3edcd3b1bc2a3a68079e69a2b69d87b44
input/missingpart/model03_step03/model03_step03_missingpart-B01_top_01.jpg,model03_step03_missingpart-B01_top_01.jpg,input/missingpart/model03_step03/model03_step03_missingpart-B01_top_01.jpg,model03,step03,top,true,missing,missingpart,B01,in_scope,input,missingpart,true,true,,,d0317cb147021b5df8cd99fbff543b30789381ef2cb735b732aa62362a24e411
input/missingpart/model03_step03/model03_step03_missingpart-B01_top_02.jpg,model03_step03_missingpart-B01_top_02.jpg,input/missingpart/model03_step03/model03_step03_missingpart-B01_top_02.jpg,model03,step03,top,true,missing,missingpart,B01,in_scope,input,missingpart,true,true,,dup_0004,50105bfd2a81b319da3f60d6ae380f3f4032b194fedbee26e36b13b82cbb7124
input/missingpart/model08_step05/model08_step05_missingpart-A01_back_01.jpg,model08_step05_missingpart-A01_back_01.jpg,input/missingpart/model08_step05/model08_step05_missingpart-A01_back_01.jpg,model08,step05,back,true,missing,missingpart,A01,in_scope,input,missingpart,true,true,,,a43b43b3320e566983ac10a54489ef57e495eed5df84618f0fdfac4b31320891
input/missingpart/model08_step05/model08_step05_missingpart-A01_bottom_01.jpg,model08_step05_missingpart-A01_bottom_01.jpg,input/missingpart/model08_step05/model08_step05_missingpart-A01_bottom_01.jpg,model08,step05,bottom,true,missing,missingpart,A01,in_scope,input,missingpart,true,true,,,7162afbd31a3a1580ec5fd2980c297573d0384b63727cd7b3a4f8097669c2aed
input/missingpart/model08_step05/model08_step05_missingpart-A01_front_01.jpg,model08_step05_missingpart-A01_front_01.jpg,input/missingpart/model08_step05/model08_step05_missingpart-A01_front_01.jpg,model08,step05,front,true,missing,missingpart,A01,in_scope,input,missingpart,true,true,,,c0dc987c6f086d9971197a50488c76565afd65f27a0db9f371a49b3fa8c3bc4d
input/missingpart/model08_step05/model08_step05_missingpart-A01_left_01.jpg,model08_step05_missingpart-A01_left_01.jpg,input/missingpart/model08_step05/model08_step05_missingpart-A01_left_01.jpg,model08,step05,left,true,missing,missingpart,A01,in_scope,input,missingpart,true,true,,,340642e8030ab79c01787948a00843f31b846f4421788f62594e3283ee563410
input/missingpart/model08_step05/model08_step05_missingpart-A01_right_01.jpg,model08_step05_missingpart-A01_right_01.jpg,input/missingpart/model08_step05/model08_step05_missingpart-A01_right_01.jpg,model08,step05,right,true,missing,missingpart,A01,in_scope,input,missingpart,true,true,,,427125c8bb14408e097bfa411d1692a653c9edecb4425859928ad28b32b7a780
input/missingpart/model08_step05/model08_step05_missingpart-A01_top_01.jpg,model08_step05_missingpart-A01_top_01.jpg,input/missingpart/model08_step05/model08_step05_missingpart-A01_top_01.jpg,model08,step05,top,true,missing,missingpart,A01,in_scope,input,missingpart,true,true,,,125ead32b48fa39d09ed113d61218ff7d2cf605fde44281e5eac0fed1f02294e
input/missingpart/model08_step05/model08_step05_missingpart-B01_back_01.jpg,model08_step05_missingpart-B01_back_01.jpg,input/missingpart/model08_step05/model08_step05_missingpart-B01_back_01.jpg,model08,step05,back,true,missing,missingpart,B01,in_scope,input,missingpart,true,true,,,fbb89c7357994535dbec5ebf02d3f9bff24d043f6bad6d69c343e65443351c35
input/missingpart/model08_step05/model08_step05_missingpart-B01_bottom_01.jpg,model08_step05_missingpart-B01_bottom_01.jpg,input/missingpart/model08_step05/model08_step05_missingpart-B01_bottom_01.jpg,model08,step05,bottom,true,missing,missingpart,B01,in_scope,input,missingpart,true,true,,,e4209ba334d807d103f26821da26e4469450c9b271277fc9c4cb1c6c7ae98283
input/missingpart/model08_step05/model08_step05_missingpart-B01_front_01.jpg,model08_step05_missingpart-B01_front_01.jpg,input/missingpart/model08_step05/model08_step05_missingpart-B01_front_01.jpg,model08,step05,front,true,missing,missingpart,B01,in_scope,input,missingpart,true,true,,,c5465273e748b148802733e19776f343b7d255a7556c1104b1e39017d6401b04
input/missingpart/model08_step05/model08_step05_missingpart-B01_left_01.jpg,model08_step05_missingpart-B01_left_01.jpg,input/missingpart/model08_step05/model08_step05_missingpart-B01_left_01.jpg,model08,step05,left,true,missing,missingpart,B01,in_scope,input,missingpart,true,true,,,e61753e6cc4eaf6582e1eb2a99ba4cd0f1ea6d4c9e40ffa05abaa9710ea073ee
input/missingpart/model08_step05/model08_step05_missingpart-B01_right_01.jpg,model08_step05_missingpart-B01_right_01.jpg,input/missingpart/model08_step05/model08_step05_missingpart-B01_right_01.jpg,model08,step05,right,true,missing,missingpart,B01,in_scope,input,missingpart,true,true,,,f5f5b7848d4d273c8351e045ebe57cb485f32218ec8f25fca704770ab4faf232
input/missingpart/model08_step05/model08_step05_missingpart-B01_top_01.jpg,model08_step05_missingpart-B01_top_01.jpg,input/missingpart/model08_step05/model08_step05_missingpart-B01_top_01.jpg,model08,step05,top,true,missing,missingpart,B01,in_scope,input,missingpart,true,true,,,24ba587dc7c7ee157eef3e27345c889fac085b41ec0a7d5a7580b475da9de13f
input/missingpart/model08_step05/model08_step05_missingpart-C01_back_01.jpg,model08_step05_missingpart-C01_back_01.jpg,input/missingpart/model08_step05/model08_step05_missingpart-C01_back_01.jpg,model08,step05,back,true,missing,missingpart,C01,in_scope,input,missingpart,true,true,,,67b0159ae38ac52fa4b9b71443a30482eda56c4aa9cd0f55d5c2a35e7f755566
input/missingpart/model08_step05/model08_step05_missingpart-C01_bottom_01.jpg,model08_step05_missingpart-C01_bottom_01.jpg,input/missingpart/model08_step05/model08_step05_missingpart-C01_bottom_01.jpg,model08,step05,bottom,true,missing,missingpart,C01,in_scope,input,missingpart,true,true,,,b6d75c8fd2144c473c212c8ba310bd1e02da494327de22f4fca3b9255fd20a83
input/missingpart/model08_step05/model08_step05_missingpart-C01_front_01.jpg,model08_step05_missingpart-C01_front_01.jpg,input/missingpart/model08_step05/model08_step05_missingpart-C01_front_01.jpg,model08,step05,front,true,missing,missingpart,C01,in_scope,input,missingpart,true,true,,,e6613cbb0517b6f31c6f9d7947942003765c8b015d050867092e619140a5c17a
input/missingpart/model08_step05/model08_step05_missingpart-C01_left_01.jpg,model08_step05_missingpart-C01_left_01.jpg,input/missingpart/model08_step05/model08_step05_missingpart-C01_left_01.jpg,model08,step05,left,true,missing,missingpart,C01,in_scope,input,missingpart,true,true,,,8850f185b6d5a0628815e7543a5034497a6a24b301fa9c62471767112feedc08
input/missingpart/model08_step05/model08_step05_missingpart-C01_right_01.jpg,model08_step05_missingpart-C01_right_01.jpg,input/missingpart/model08_step05/model08_step05_missingpart-C01_right_01.jpg,model08,step05,right,true,missing,missingpart,C01,in_scope,input,missingpart,true,true,,,a6b6ce537870059278e3c39c145c94b568a2dec5465c81eea7bbc504b4b89764
input/missingpart/model08_step05/model08_step05_missingpart-C01_top_01.jpg,model08_step05_missingpart-C01_top_01.jpg,input/missingpart/model08_step05/model08_step05_missingpart-C01_top_01.jpg,model08,step05,top,true,missing,missingpart,C01,in_scope,input,missingpart,true,true,,,17ff9bbf7769ab83f68dffcbbbb64474d86359da072c16df7946c26d59e29b80
input/normal/model03_step01/model03_step01_correct-01_back_01.jpg,model03_step01_correct-01_back_01.jpg,input/normal/model03_step01/model03_step01_correct-01_back_01.jpg,model03,step01,back,false,correct,correct,,in_scope,input,correct,true,true,,,3a18956ba24e089ca03503648c3e74ef20f6498f2d5a49ab7693a6118c152ada
input/normal/model03_step01/model03_step01_correct-01_bottom_01.jpg,model03_step01_correct-01_bottom_01.jpg,input/normal/model03_step01/model03_step01_correct-01_bottom_01.jpg,model03,step01,bottom,false,correct,correct,,in_scope,input,correct,true,true,,,c492ffc3ce1127cfdb34899477fc1529c379630e6a80a713e98bc1221a940343
input/normal/model03_step01/model03_step01_correct-01_front_01.jpg,model03_step01_correct-01_front_01.jpg,input/normal/model03_step01/model03_step01_correct-01_front_01.jpg,model03,step01,front,false,correct,correct,,in_scope,input,correct,true,true,,dup_0006,8c463699524114603a569fb697c8b382bfac75f7d5886b307e6203372a6610a5
input/normal/model03_step01/model03_step01_correct-01_left_01.jpg,model03_step01_correct-01_left_01.jpg,input/normal/model03_step01/model03_step01_correct-01_left_01.jpg,model03,step01,left,false,correct,correct,,in_scope,input,correct,true,true,,,e9de2bea94bea80cbfedb903ddc86b4b995ee08ab05fa8149dc4034a62a92d8f
input/normal/model03_step01/model03_step01_correct-01_right_01.jpg,model03_step01_correct-01_right_01.jpg,input/normal/model03_step01/model03_step01_correct-01_right_01.jpg,model03,step01,right,false,correct,correct,,in_scope,input,correct,true,true,,,f99ff721fb578960dfc3eb78c14aef7c5f7f8812656e1bd305899dd85816fea7
input/normal/model03_step01/model03_step01_correct-01_top_01.jpg,model03_step01_correct-01_top_01.jpg,input/normal/model03_step01/model03_step01_correct-01_top_01.jpg,model03,step01,top,false,correct,correct,,in_scope,input,correct,true,true,,,ad0b928f07c328eece7f477d3a20211ad772670de7b6e49ae3f39171102e569b
input/normal/model03_step02/model03_step02_correct-01_back_01.jpg,model03_step02_correct-01_back_01.jpg,input/normal/model03_step02/model03_step02_correct-01_back_01.jpg,model03,step02,back,false,correct,correct,,in_scope,input,correct,true,true,,,eb695911d39dd31bc0501e55832e3a2443ca5cdae398325d535a447cb6e19f85
input/normal/model03_step02/model03_step02_correct-01_bottom_01.jpg,model03_step02_correct-01_bottom_01.jpg,input/normal/model03_step02/model03_step02_correct-01_bottom_01.jpg,model03,step02,bottom,false,correct,correct,,in_scope,input,correct,true,true,,,073f86ff3de597d4d832e98e6924f52ef4a3e50f8de1f327fe071188a5ae3e06
input/normal/model03_step02/model03_step02_correct-01_front_01.jpg,model03_step02_correct-01_front_01.jpg,input/normal/model03_step02/model03_step02_correct-01_front_01.jpg,model03,step02,front,false,correct,correct,,in_scope,input,correct,true,true,,,80128c968dd1771fa04ef4deb6d0ae18ac5d0f63cd0379146543faf9224be5d9
input/normal/model03_step02/model03_step02_correct-01_left_01.jpg,model03_step02_correct-01_left_01.jpg,input/normal/model03_step02/model03_step02_correct-01_left_01.jpg,model03,step02,left,false,correct,correct,,in_scope,input,correct,true,true,,,5f11d47b1b1a0227aa5b82df38fcd076b204a89e644b3e4829bb817dd70a0f0c
input/normal/model03_step02/model03_step02_correct-01_right_01.jpg,model03_step02_correct-01_right_01.jpg,input/normal/model03_step02/model03_step02_correct-01_right_01.jpg,model03,step02,right,false,correct,correct,,in_scope,input,correct,true,true,,,fdcb1c2437a7e05ac11ac374a059bf0d35652004134646de4a42a22563b431ad
input/normal/model03_step02/model03_step02_correct-01_top_01.jpg,model03_step02_correct-01_top_01.jpg,input/normal/model03_step02/model03_step02_correct-01_top_01.jpg,model03,step02,top,false,correct,correct,,in_scope,input,correct,true,true,,,e964422f78576fe02d9c6db3930dd07747bdde2b90738debf7531eb4d24e80dd
input/normal/model03_step03/model03_step03_correct-01_back_01.jpg,model03_step03_correct-01_back_01.jpg,input/normal/model03_step03/model03_step03_correct-01_back_01.jpg,model03,step03,back,false,correct,correct,,in_scope,input,correct,true,true,,,69de5a57970c062ff8f0485c9654f45fdbb51548d4ebe79fec7fce9ba43b2bb1
input/normal/model03_step03/model03_step03_correct-01_back_02.jpg,model03_step03_correct-01_back_02.jpg,input/normal/model03_step03/model03_step03_correct-01_back_02.jpg,model03,step03,back,false,correct,correct,,in_scope,input,correct,true,true,,,afca10e0cdee6abb88eef388ebc1e3f14d8d43da1e18a3548dc13d9dd925eb6b
input/normal/model03_step03/model03_step03_correct-01_back_03.jpg,model03_step03_correct-01_back_03.jpg,input/normal/model03_step03/model03_step03_correct-01_back_03.jpg,model03,step03,back,false,correct,correct,,in_scope,input,correct,true,true,,,1f59299f9ca7f1c05b495b1578a5f1217954acb1caf2cfc4f5690e9dbc769e0f
input/normal/model03_step03/model03_step03_correct-01_bottom_01.jpg,model03_step03_correct-01_bottom_01.jpg,input/normal/model03_step03/model03_step03_correct-01_bottom_01.jpg,model03,step03,bottom,false,correct,correct,,in_scope,input,correct,true,true,,,b8067d2edbdfa8e4dd178774b48834bbd628f5530c78a95822191bafe903b1e8
input/normal/model03_step03/model03_step03_correct-01_front_01.jpg,model03_step03_correct-01_front_01.jpg,input/normal/model03_step03/model03_step03_correct-01_front_01.jpg,model03,step03,front,false,correct,correct,,in_scope,input,correct,true,true,,,ea82588ca423fb7c6f640e29b56791e0cb4d7943da425711af44dfff65641abc
input/normal/model03_step03/model03_step03_correct-01_left_01.jpg,model03_step03_correct-01_left_01.jpg,input/normal/model03_step03/model03_step03_correct-01_left_01.jpg,model03,step03,left,false,correct,correct,,in_scope,input,correct,true,true,,,7c9addc1a5cc798bd2e3cc7f3777ca587c38b29b1ed90102f811d25f13e5c857
input/normal/model03_step03/model03_step03_correct-01_right_01.jpg,model03_step03_correct-01_right_01.jpg,input/normal/model03_step03/model03_step03_correct-01_right_01.jpg,model03,step03,right,false,correct,correct,,in_scope,input,correct,true,true,,,0729cf40b70f69df8acc579aa9d2789f521eedfae8715c7463b6b01a2e1a3e2d
input/normal/model03_step03/model03_step03_correct-01_top_01.jpg,model03_step03_correct-01_top_01.jpg,input/normal/model03_step03/model03_step03_correct-01_top_01.jpg,model03,step03,top,false,correct,correct,,in_scope,input,correct,true,true,,,193db41df2c03af0d2b7987b6afa4aa51c6c64d55da95e0f8abd79d45c4384fc
input/normal/model08_step01/model08_step01_correct-01_front_01.jpg,model08_step01_correct-01_front_01.jpg,input/normal/model08_step01/model08_step01_correct-01_front_01.jpg,model08,step01,front,false,correct,correct,,in_scope,input,correct,true,true,,,feae267f64dda00726442bb0a3683d36dd469db28d9f39a29428e99bcfb076ba
input/normal/model08_step01/model08_step01_correct-01_left_01.jpg,model08_step01_correct-01_left_01.jpg,input/normal/model08_step01/model08_step01_correct-01_left_01.jpg,model08,step01,left,false,correct,correct,,in_scope,input,correct,true,true,,,c9a4b48aaf3d6d13aa0e7a8445531ea3d3ec66632a7b3a54f648377cbdc650e2
input/normal/model08_step01/model08_step01_correct-01_top_01.jpg,model08_step01_correct-01_top_01.jpg,input/normal/model08_step01/model08_step01_correct-01_top_01.jpg,model08,step01,top,false,correct,correct,,in_scope,input,correct,true,true,,,d450b18d76e10c87dca20c80a2324ba534edeb8f105342f420258ba089584a44
input/normal/model08_step01/model08_step01_correct-02_back_01.jpg,model08_step01_correct-02_back_01.jpg,input/normal/model08_step01/model08_step01_correct-02_back_01.jpg,model08,step01,back,false,correct,correct,,in_scope,input,correct,true,true,,,c7e000b9f05f44b95104886ebf78165d58553843e272ef9c2bcfaf0282a2a764
input/normal/model08_step01/model08_step01_correct-02_bottom_01.jpg,model08_step01_correct-02_bottom_01.jpg,input/normal/model08_step01/model08_step01_correct-02_bottom_01.jpg,model08,step01,bottom,false,correct,correct,,in_scope,input,correct,true,true,,,f157303d9241dab7386b6e8da91a17a8811d9390a9f7ff416be5ad4906c33b66
input/normal/model08_step01/model08_step01_correct-02_front_01.jpg,model08_step01_correct-02_front_01.jpg,input/normal/model08_step01/model08_step01_correct-02_front_01.jpg,model08,step01,front,false,correct,correct,,in_scope,input,correct,true,true,,,ead38ebf5f922472683ced685060f06a6452e032d38427c151653e656934c6a2
input/normal/model08_step01/model08_step01_correct-02_left_01.jpg,model08_step01_correct-02_left_01.jpg,input/normal/model08_step01/model08_step01_correct-02_left_01.jpg,model08,step01,left,false,correct,correct,,in_scope,input,correct,true,true,,,5462146669ed56f52d10876242a1861f5e36abc76d6a3fe3060c75d0285b78db
