image_name,model_id,step_id,view_angle,ground_truth,gpt_result,is_error,decision_level,confidence,status,reference_image,raw_response_path,parsed_or_failed_path,error,detail
model03_step03_missingpart-A01_left_01.jpg,model03,step03,left,missingpart,missingpart,True,TP,0.95,success,model03_step03_correct-01_left_01.jpg,logs/current_raw_responses/model03_step03_missingpart-A01_left_01_attempt1_raw_20260701_160412_542602.txt,logs/compare_parsed_json/model03_step03_missingpart-A01_left_01_compare_parsed_20260701_160428_873233.json,,
model03_step03_missingpart-A01_right_01.jpg,model03,step03,right,missingpart,missingpart,True,TP,0.95,success,model03_step03_correct-01_right_01.jpg,logs/current_raw_responses/model03_step03_missingpart-A01_right_01_attempt1_raw_20260701_160430_747899.txt,logs/compare_parsed_json/model03_step03_missingpart-A01_right_01_compare_parsed_20260701_160442_868204.json,,
model03_step03_missingpart-A01_top_01.jpg,model03,step03,top,missingpart,missingpart,True,TP,0.95,success,model03_step03_correct-01_top_01.jpg,logs/current_raw_responses/model03_step03_missingpart-A01_top_01_attempt1_raw_20260701_160444_703127.txt,logs/compare_parsed_json/model03_step03_missingpart-A01_top_01_compare_parsed_20260701_160456_990190.json,,
model03_step03_missingpart-A01_top_02.jpg,model03,step03,top,missingpart,missingpart,True,TP,0.95,success,model03_step03_correct-01_top_01.jpg,logs/current_raw_responses/model03_step03_missingpart-A01_top_02_attempt1_raw_20260701_160458_897009.txt,logs/compare_parsed_json/model03_step03_missingpart-A01_top_02_compare_parsed_20260701_160510_577046.json,,
model03_step03_missingpart-B01_back_01.jpg,model03,step03,back,missingpart,missingpart,True,TP,0.95,success,model03_step03_correct-01_back_01.jpg,logs/current_raw_responses/model03_step03_missingpart-B01_back_01_attempt1_raw_20260701_160512_471567.txt,logs/compare_parsed_json/model03_step03_missingpart-B01_back_01_compare_parsed_20260701_160524_987738.json,,
model03_step03_missingpart-B01_back_02.jpg,model03,step03,back,missingpart,missingpart,True,TP,0.95,success,model03_step03_correct-01_back_01.jpg,logs/current_raw_responses/model03_step03_missingpart-B01_back_02_attempt1_raw_20260701_160526_784231.txt,logs/compare_parsed_json/model03_step03_missingpart-B01_back_02_compare_parsed_20260701_160549_434118.json,,
model03_step03_missingpart-B01_bottom_01.jpg,model03,step03,bottom,missingpart,missingpart,True,TP,0.95,success,model03_step03_correct-01_bottom_01.jpg,logs/current_raw_responses/model03_step03_missingpart-B01_bottom_01_attempt1_raw_20260701_160551_335911.txt,logs/compare_parsed_json/model03_step03_missingpart-B01_bottom_01_compare_parsed_20260701_160604_143310.json,,
model03_step03_missingpart-B01_front_01.jpg,model03,step03,front,missingpart,missingpart,True,TP,0.95,success,model03_step03_correct-01_front_01.jpg,logs/current_raw_responses/model03_step03_missingpart-B01_front_01_attempt1_raw_20260701_160606_003304.txt,logs/compare_parsed_json/model03_step03_missingpart-B01_front_01_compare_parsed_20260701_160628_794088.json,,
model03_step03_missingpart-B01_left_01.jpg,model03,step03,left,missingpart,missingpart,True,TP,0.95,success,model03_step03_correct-01_left_01.jpg,logs/current_raw_responses/model03_step03_missingpart-B01_left_01_attempt1_raw_20260701_160630_628775.txt,logs/compare_parsed_json/model03_step03_missingpart-B01_left_01_compare_parsed_20260701_160645_948030.json,,
model03_step03_missingpart-B01_right_01.jpg,model03,step03,right,missingpart,missingpart,True,TP,0.95,success,model03_step03_correct-01_right_01.jpg,logs/current_raw_responses/model03_step03_missingpart-B01_right_01_attempt1_raw_20260701_160647_852857.txt,logs/compare_parsed_json/model03_step03_missingpart-B01_right_01_compare_parsed_20260701_160700_890663.json,,
model03_step03_missingpart-B01_top_01.jpg,model03,step03,top,missingpart,missingpart,True,TP,0.95,success,model03_step03_correct-01_top_01.jpg,logs/current_raw_responses/model03_step03_missingpart-B01_top_01_attempt1_raw_20260701_160702_721502.txt,logs/compare_parsed_json/model03_step03_missingpart-B01_top_01_compare_parsed_20260701_160726_228818.json,,
model03_step03_missingpart-B01_top_02.jpg,model03,step03,top,missingpart,missingpart,True,TP,0.95,success,model03_step03_correct-01_top_01.jpg,logs/current_raw_responses/model03_step03_missingpart-B01_top_02_attempt1_raw_20260701_160728_055404.txt,logs/compare_parsed_json/model03_step03_missingpart-B01_top_02_compare_parsed_20260701_160744_009065.json,,
model03_step01_correct-01_back_01.jpg,model03,step01,back,correct,correct,False,TN,0.95,success,model03_step01_correct-01_back_01.jpg,logs/current_raw_responses/model03_step01_correct-01_back_01_attempt1_raw_20260701_160745_930673.txt,logs/compare_parsed_json/model03_step01_correct-01_back_01_compare_parsed_20260701_160808_491125.json,,
model03_step01_correct-01_bottom_01.jpg,model03,step01,bottom,correct,correct,False,TN,0.95,success,model03_step01_correct-01_bottom_01.jpg,logs/current_raw_responses/model03_step01_correct-01_bottom_01_attempt1_raw_20260701_160810_416108.txt,logs/compare_parsed_json/model03_step01_correct-01_bottom_01_compare_parsed_20260701_160833_781721.json,,
model03_step01_correct-01_front_01.jpg,model03,step01,front,correct,correct,False,TN,0.95,success,model03_step01_correct-01_front_01.jpg,logs/current_raw_responses/model03_step01_correct-01_front_01_attempt1_raw_20260701_160835_702481.txt,logs/compare_parsed_json/model03_step01_correct-01_front_01_compare_parsed_20260701_160859_926804.json,,
model03_step01_correct-01_left_01.jpg,model03,step01,left,correct,correct,False,TN,0.95,success,model03_step01_correct-01_left_01.jpg,logs/current_raw_responses/model03_step01_correct-01_left_01_attempt1_raw_20260701_160901_974994.txt,logs/compare_parsed_json/model03_step01_correct-01_left_01_compare_parsed_20260701_160922_639015.json,,
model03_step01_correct-01_right_01.jpg,model03,step01,right,correct,correct,False,TN,0.95,success,model03_step01_correct-01_right_01.jpg,logs/current_raw_responses/model03_step01_correct-01_right_01_attempt1_raw_20260701_160924_469868.txt,logs/compare_parsed_json/model03_step01_correct-01_right_01_compare_parsed_20260701_160947_683784.json,,
model03_step01_correct-01_top_01.jpg,model03,step01,top,correct,correct,False,TN,0.95,success,model03_step01_correct-01_top_01.jpg,logs/current_raw_responses/model03_step01_correct-01_top_01_attempt1_raw_20260701_160949_555409.txt,logs/compare_parsed_json/model03_step01_correct-01_top_01_compare_parsed_20260701_161010_847912.json,,
model03_step02_correct-01_back_01.jpg,model03,step02,back,correct,correct,False,TN,0.95,success,model03_step02_correct-01_back_01.jpg,logs/current_raw_responses/model03_step02_correct-01_back_01_attempt1_raw_20260701_161012_906459.txt,logs/compare_parsed_json/model03_step02_correct-01_back_01_compare_parsed_20260701_161029_966182.json,,
model03_step02_correct-01_bottom_01.jpg,model03,step02,bottom,correct,correct,False,TN,0.95,success,model03_step02_correct-01_bottom_01.jpg,logs/current_raw_responses/model03_step02_correct-01_bottom_01_attempt1_raw_20260701_161031_954144.txt,logs/compare_parsed_json/model03_step02_correct-01_bottom_01_compare_parsed_20260701_161045_069110.json,,
model03_step02_correct-01_front_01.jpg,model03,step02,front,correct,correct,False,TN,0.95,success,model03_step02_correct-01_front_01.jpg,logs/current_raw_responses/model03_step02_correct-01_front_01_attempt1_raw_20260701_161047_105757.txt,logs/compare_parsed_json/model03_step02_correct-01_front_01_compare_parsed_20260701_161058_783158.json,,
model03_step02_correct-01_left_01.jpg,model03,step02,left,correct,correct,False,TN,0.95,success,model03_step02_correct-01_left_01.jpg,logs/current_raw_responses/model03_step02_correct-01_left_01_attempt1_raw_20260701_161100_619020.txt,logs/compare_parsed_json/model03_step02_correct-01_left_01_compare_parsed_20260701_161119_386605.json,,
model03_step02_correct-01_right_01.jpg,model03,step02,right,correct,correct,False,TN,0.95,success,model03_step02_correct-01_right_01.jpg,logs/current_raw_responses/model03_step02_correct-01_right_01_attempt1_raw_20260701_161121_207601.txt,logs/compare_parsed_json/model03_step02_correct-01_right_01_compare_parsed_20260701_161143_116376.json,,
model03_step02_correct-01_top_01.jpg,model03,step02,top,correct,correct,False,TN,0.95,success,model03_step02_correct-01_top_01.jpg,logs/current_raw_responses/model03_step02_correct-01_top_01_attempt1_raw_20260701_161145_044813.txt,logs/compare_parsed_json/model03_step02_correct-01_top_01_compare_parsed_20260701_161206_615314.json,,
model03_step03_correct-01_back_01.jpg,model03,step03,back,correct,correct,False,TN,0.95,success,model03_step03_correct-01_back_01.jpg,logs/current_raw_responses/model03_step03_correct-01_back_01_attempt1_raw_20260701_161208_479711.txt,logs/compare_parsed_json/model03_step03_correct-01_back_01_compare_parsed_20260701_161236_830273.json,,
model03_step03_correct-01_back_02.jpg,model03,step03,back,correct,positionerror,True,FP,0.9,success,model03_step03_correct-01_back_01.jpg,logs/current_raw_responses/model03_step03_correct-01_back_02_attempt1_raw_20260701_161238_770668.txt,logs/compare_parsed_json/model03_step03_correct-01_back_02_compare_parsed_20260701_161301_028292.json,,
model03_step03_correct-01_back_03.jpg,model03,step03,back,correct,correct,False,TN,0.95,success,model03_step03_correct-01_back_01.jpg,logs/current_raw_responses/model03_step03_correct-01_back_03_attempt1_raw_20260701_161302_962734.txt,logs/compare_parsed_json/model03_step03_correct-01_back_03_compare_parsed_20260701_161331_265445.json,,
model03_step03_correct-01_bottom_01.jpg,model03,step03,bottom,correct,correct,False,TN,0.95,success,model03_step03_correct-01_bottom_01.jpg,logs/current_raw_responses/model03_step03_correct-01_bottom_01_attempt1_raw_20260701_161333_035013.txt,logs/compare_parsed_json/model03_step03_correct-01_bottom_01_compare_parsed_20260701_161345_973353.json,,
model03_step03_correct-01_front_01.jpg,model03,step03,front,correct,correct,False,TN,0.95,success,model03_step03_correct-01_front_01.jpg,logs/current_raw_responses/model03_step03_correct-01_front_01_attempt1_raw_20260701_161347_889722.txt,logs/compare_parsed_json/model03_step03_correct-01_front_01_compare_parsed_20260701_161419_359955.json,,
model03_step03_correct-01_left_01.jpg,model03,step03,left,correct,correct,False,TN,0.95,success,model03_step03_correct-01_left_01.jpg,logs/current_raw_responses/model03_step03_correct-01_left_01_attempt1_raw_20260701_161421_329142.txt,logs/compare_parsed_json/model03_step03_correct-01_left_01_compare_parsed_20260701_161450_467223.json,,
model03_step03_correct-01_right_01.jpg,model03,step03,right,correct,correct,False,TN,0.95,success,model03_step03_correct-01_right_01.jpg,logs/current_raw_responses/model03_step03_correct-01_right_01_attempt1_raw_20260701_161452_267699.txt,logs/compare_parsed_json/model03_step03_correct-01_right_01_compare_parsed_20260701_161509_145034.json,,
model03_step03_correct-01_top_01.jpg,model03,step03,top,correct,correct,False,TN,0.95,success,model03_step03_correct-01_top_01.jpg,logs/current_raw_responses/model03_step03_correct-01_top_01_attempt1_raw_20260701_161510_947276.txt,logs/compare_parsed_json/model03_step03_correct-01_top_01_compare_parsed_20260701_161528_290069.json,,
model03_step03_wrongpart-A01_back_01.jpg,model03,step03,back,wrongpart,extrapart,True,TP,0.95,success,model03_step03_correct-01_back_01.jpg,logs/current_raw_responses/model03_step03_wrongpart-A01_back_01_attempt1_raw_20260701_161530_266772.txt,logs/compare_parsed_json/model03_step03_wrongpart-A01_back_01_compare_parsed_20260701_161546_211791.json,,
model03_step03_wrongpart-A01_back_02.jpg,model03,step03,back,wrongpart,wrongpart,True,TP,0.95,success,model03_step03_correct-01_back_01.jpg,logs/current_raw_responses/model03_step03_wrongpart-A01_back_02_attempt1_raw_20260701_161548_047475.txt,logs/compare_parsed_json/model03_step03_wrongpart-A01_back_02_compare_parsed_20260701_161600_464843.json,,
model03_step03_wrongpart-A01_bottom_01.jpg,model03,step03,bottom,wrongpart,wrongpart,True,TP,0.95,success,model03_step03_correct-01_bottom_01.jpg,logs/current_raw_responses/model03_step03_wrongpart-A01_bottom_01_attempt1_raw_20260701_161602_298999.txt,logs/compare_parsed_json/model03_step03_wrongpart-A01_bottom_01_compare_parsed_20260701_161619_823284.json,,
model03_step03_wrongpart-A01_front_01.jpg,model03,step03,front,wrongpart,extrapart,True,TP,0.95,success,model03_step03_correct-01_front_01.jpg,logs/current_raw_responses/model03_step03_wrongpart-A01_front_01_attempt1_raw_20260701_161621_697563.txt,logs/compare_parsed_json/model03_step03_wrongpart-A01_front_01_compare_parsed_20260701_161638_682622.json,,
model03_step03_wrongpart-A01_left_01.jpg,model03,step03,left,wrongpart,wrongpart,True,TP,0.9,success,model03_step03_correct-01_left_01.jpg,logs/current_raw_responses/model03_step03_wrongpart-A01_left_01_attempt1_raw_20260701_161640_578787.txt,logs/compare_parsed_json/model03_step03_wrongpart-A01_left_01_compare_parsed_20260701_161656_136760.json,,
model03_step03_wrongpart-A01_right_01.jpg,model03,step03,right,wrongpart,wrongpart,True,TP,0.95,success,model03_step03_correct-01_right_01.jpg,logs/current_raw_responses/model03_step03_wrongpart-A01_right_01_attempt1_raw_20260701_161658_131795.txt,logs/compare_parsed_json/model03_step03_wrongpart-A01_right_01_compare_parsed_20260701_161711_429659.json,,
model03_step03_wrongpart-A01_top_01.jpg,model03,step03,top,wrongpart,wrongpart,True,TP,0.95,success,model03_step03_correct-01_top_01.jpg,logs/current_raw_responses/model03_step03_wrongpart-A01_top_01_attempt1_raw_20260701_161713_307713.txt,logs/compare_parsed_json/model03_step03_wrongpart-A01_top_01_compare_parsed_20260701_161726_228169.json,,
model03_step03_wrongpart-A01_top_02.jpg,model03,step03,top,wrongpart,wrongpart,True,TP,0.95,success,model03_step03_correct-01_top_01.jpg,logs/current_raw_responses/model03_step03_wrongpart-A01_top_02_attempt1_raw_20260701_161728_160835.txt,logs/compare_parsed_json/model03_step03_wrongpart-A01_top_02_compare_parsed_20260701_161742_712203.json,,
model03_step03_wrongpart-B01_back_01.jpg,model03,step03,back,wrongpart,wrongpart,True,TP,0.95,success,model03_step03_correct-01_back_01.jpg,logs/current_raw_responses/model03_step03_wrongpart-B01_back_01_attempt1_raw_20260701_161744_568581.txt,logs/compare_parsed_json/model03_step03_wrongpart-B01_back_01_compare_parsed_20260701_161759_012964.json,,
model03_step03_wrongpart-B01_back_02.jpg,model03,step03,back,wrongpart,wrongpart,True,TP,0.95,success,model03_step03_correct-01_back_01.jpg,logs/current_raw_responses/model03_step03_wrongpart-B01_back_02_attempt1_raw_20260701_161800_807732.txt,logs/compare_parsed_json/model03_step03_wrongpart-B01_back_02_compare_parsed_20260701_161820_170094.json,,
model03_step03_wrongpart-B01_bottom_01.jpg,model03,step03,bottom,wrongpart,wrongpart,True,TP,0.95,success,model03_step03_correct-01_bottom_01.jpg,logs/current_raw_responses/model03_step03_wrongpart-B01_bottom_01_attempt1_raw_20260701_161822_189152.txt,logs/compare_parsed_json/model03_step03_wrongpart-B01_bottom_01_compare_parsed_20260701_161834_474391.json,,
model03_step03_wrongpart-B01_front_01.jpg,model03,step03,front,wrongpart,wrongpart,True,TP,0.95,success,model03_step03_correct-01_front_01.jpg,logs/current_raw_responses/model03_step03_wrongpart-B01_front_01_attempt1_raw_20260701_161836_346785.txt,logs/compare_parsed_json/model03_step03_wrongpart-B01_front_01_compare_parsed_20260701_161850_338831.json,,
model03_step03_wrongpart-B01_left_01.jpg,model03,step03,left,wrongpart,wrongpart,True,TP,0.95,success,model03_step03_correct-01_left_01.jpg,logs/current_raw_responses/model03_step03_wrongpart-B01_left_01_attempt1_raw_20260701_161852_237688.txt,logs/compare_parsed_json/model03_step03_wrongpart-B01_left_01_compare_parsed_20260701_161907_558459.json,,
model03_step03_wrongpart-B01_right_01.jpg,model03,step03,right,wrongpart,wrongpart,True,TP,0.95,success,model03_step03_correct-01_right_01.jpg,logs/current_raw_responses/model03_step03_wrongpart-B01_right_01_attempt1_raw_20260701_161909_525907.txt,logs/compare_parsed_json/model03_step03_wrongpart-B01_right_01_compare_parsed_20260701_161929_328523.json,,
model03_step03_wrongpart-B01_top_01.jpg,model03,step03,top,wrongpart,wrongpart,True,TP,0.95,success,model03_step03_correct-01_top_01.jpg,logs/current_raw_responses/model03_step03_wrongpart-B01_top_01_attempt1_raw_20260701_161931_152080.txt,logs/compare_parsed_json/model03_step03_wrongpart-B01_top_01_compare_parsed_20260701_161943_194036.json,,
model03_step03_wrongpart-B01_top_02.jpg,model03,step03,top,wrongpart,wrongpart,True,TP,0.95,success,model03_step03_correct-01_top_01.jpg,logs/current_raw_responses/model03_step03_wrongpart-B01_top_02_attempt1_raw_20260701_161945_138285.txt,logs/compare_parsed_json/model03_step03_wrongpart-B01_top_02_compare_parsed_20260701_161958_122438.json,,
