image_name,model_id,step_id,view_angle,expected_error_type,variant_id
model03_step02_correct-01_back_01.jpg,model03,step02,back,correct,01
model03_step02_correct-01_bottom_01.jpg,model03,step02,bottom,correct,01
model03_step02_correct-01_front_01.jpg,model03,step02,front,correct,01
model03_step02_correct-01_left_01.jpg,model03,step02,left,correct,01
model03_step02_correct-01_right_01.jpg,model03,step02,right,correct,01
model03_step02_correct-01_top_01.jpg,model03,step02,top,correct,01
model03_step03_correct-01_back_01.jpg,model03,step03,back,correct,01
model03_step03_correct-01_back_02.jpg,model03,step03,back,correct,01
model03_step03_correct-01_back_03.jpg,model03,step03,back,correct,01
model03_step03_correct-01_bottom_01.jpg,model03,step03,bottom,correct,01
model03_step03_correct-01_front_01.jpg,model03,step03,front,correct,01
model03_step03_correct-01_left_01.jpg,model03,step03,left,correct,01
model03_step03_correct-01_right_01.jpg,model03,step03,right,correct,01
model03_step03_correct-01_top_01.jpg,model03,step03,top,correct,01
model08_step01_correct-01_front_01.jpg,model08,step01,front,correct,01
model08_step01_correct-01_left_01.jpg,model08,step01,left,correct,01
model08_step01_correct-01_top_01.jpg,model08,step01,top,correct,01
model08_step01_correct-02_back_01.jpg,model08,step01,back,correct,02
model08_step01_correct-02_bottom_01.jpg,model08,step01,bottom,correct,02
model08_step01_correct-02_front_01.jpg,model08,step01,front,correct,02
model08_step01_correct-02_left_01.jpg,model08,step01,left,correct,02
model08_step01_correct-02_right_01.jpg,model08,step01,right,correct,02
model08_step01_correct-02_top_01.jpg,model08,step01,top,correct,02
model08_step01_correct-03_bottom_01.jpg,model08,step01,bottom,correct,03
model08_step01_correct-03_front_01.jpg,model08,step01,front,correct,03
model08_step01_correct-03_left_01.jpg,model08,step01,left,correct,03
model08_step01_correct-03_top_01.jpg,model08,step01,top,correct,03
model08_step02_correct-01_back_01.jpg,model08,step02,back,correct,01
model08_step02_correct-01_bottom_01.jpg,model08,step02,bottom,correct,01
model08_step02_correct-01_front_01.jpg,model08,step02,front,correct,01
model08_step02_correct-01_left_01.jpg,model08,step02,left,correct,01
model08_step02_correct-01_right_01.jpg,model08,step02,right,correct,01
model08_step02_correct-01_top_01.jpg,model08,step02,top,correct,01
model08_step03_correct-01_back_01.jpg,model08,step03,back,correct,01
model08_step03_correct-01_bottom_01.jpg,model08,step03,bottom,correct,01
model08_step03_correct-01_front_01.jpg,model08,step03,front,correct,01
model08_step03_correct-01_left_01.jpg,model08,step03,left,correct,01
model08_step03_correct-01_right_01.jpg,model08,step03,right,correct,01
model08_step03_correct-01_top_01.jpg,model08,step03,top,correct,01
model08_step04_correct-01_back_01.jpg,model08,step04,back,correct,01
model08_step04_correct-01_bottom_01.jpg,model08,step04,bottom,correct,01
model08_step04_correct-01_bottom_02.jpg,model08,step04,bottom,correct,01
model08_step04_correct-01_front_01.jpg,model08,step04,front,correct,01
model08_step04_correct-01_left_01.jpg,model08,step04,left,correct,01
model08_step04_correct-01_right_01.jpg,model08,step04,right,correct,01
model08_step04_correct-01_top_01.jpg,model08,step04,top,correct,01
model08_step05_correct-01_back_01.jpg,model08,step05,back,correct,01
model08_step05_correct-01_bottom_01.jpg,model08,step05,bottom,correct,01
model08_step05_correct-01_front_01.jpg,model08,step05,front,correct,01
model08_step05_correct-01_left_01.jpg,model08,step05,left,correct,01
model08_step05_correct-01_right_01.jpg,model08,step05,right,correct,01
model08_step05_correct-01_top_01.jpg,model08,step05,top,correct,01
model03_step03_missingpart-A01_back_01.jpg,model03,step03,back,missingpart,A01
model03_step03_missingpart-A01_back_02.jpg,model03,step03,back,missingpart,A01
model03_step03_missingpart-A01_bottom_01.jpg,model03,step03,bottom,missingpart,A01
model03_step03_missingpart-A01_front_01.jpg,model03,step03,front,missingpart,A01
model03_step03_missingpart-A01_left_01.jpg,model03,step03,left,missingpart,A01
model03_step03_missingpart-A01_right_01.jpg,model03,step03,right,missingpart,A01
model03_step03_missingpart-A01_top_01.jpg,model03,step03,top,missingpart,A01
model03_step03_missingpart-A01_top_02.jpg,model03,step03,top,missingpart,A01
model03_step03_missingpart-B01_back_01.jpg,model03,step03,back,missingpart,B01
model03_step03_missingpart-B01_back_02.jpg,model03,step03,back,missingpart,B01
model03_step03_missingpart-B01_bottom_01.jpg,model03,step03,bottom,missingpart,B01
model03_step03_missingpart-B01_front_01.jpg,model03,step03,front,missingpart,B01
model03_step03_missingpart-B01_left_01.jpg,model03,step03,left,missingpart,B01
model03_step03_missingpart-B01_right_01.jpg,model03,step03,right,missingpart,B01
model03_step03_missingpart-B01_top_01.jpg,model03,step03,top,missingpart,B01
model03_step03_missingpart-B01_top_02.jpg,model03,step03,top,missingpart,B01
model08_step05_missingpart-A01_back_01.jpg,model08,step05,back,missingpart,A01
model08_step05_missingpart-A01_bottom_01.jpg,model08,step05,bottom,missingpart,A01
model08_step05_missingpart-A01_front_01.jpg,model08,step05,front,missingpart,A01
model08_step05_missingpart-A01_left_01.jpg,model08,step05,left,missingpart,A01
model08_step05_missingpart-A01_right_01.jpg,model08,step05,right,missingpart,A01
model08_step05_missingpart-A01_top_01.jpg,model08,step05,top,missingpart,A01
model08_step05_missingpart-B01_back_01.jpg,model08,step05,back,missingpart,B01
model08_step05_missingpart-B01_bottom_01.jpg,model08,step05,bottom,missingpart,B01
model08_step05_missingpart-B01_front_01.jpg,model08,step05,front,missingpart,B01
model08_step05_missingpart-B01_left_01.jpg,model08,step05,left,missingpart,B01
model08_step05_missingpart-B01_right_01.jpg,model08,step05,right,missingpart,B01
model08_step05_missingpart-B01_top_01.jpg,model08,step05,top,missingpart,B01
model08_step05_missingpart-C01_back_01.jpg,model08,step05,back,missingpart,C01
model08_step05_missingpart-C01_bottom_01.jpg,model08,step05,bottom,missingpart,C01
model08_step05_missingpart-C01_front_01.jpg,model08,step05,front,missingpart,C01
model08_step05_missingpart-C01_left_01.jpg,model08,step05,left,missingpart,C01
model08_step05_missingpart-C01_right_01.jpg,model08,step05,right,missingpart,C01
model08_step05_missingpart-C01_top_01.jpg,model08,step05,top,missingpart,C01
model03_step03_extrapart-A01_back_01.jpg,model03,step03,back,extrapart,A01
model03_step03_extrapart-A01_bottom_01.jpg,model03,step03,bottom,extrapart,A01
model03_step03_extrapart-A01_front_01.jpg,model03,step03,front,extrapart,A01
model03_step03_extrapart-A01_left_01.jpg,model03,step03,left,extrapart,A01
model03_step03_extrapart-A01_right_01.jpg,model03,step03,right,extrapart,A01
model03_step03_extrapart-A01_top_01.jpg,model03,step03,top,extrapart,A01
model08_step05_extrapart-A01_back_01.jpg,model08,step05,back,extrapart,A01
model08_step05_extrapart-A01_bottom_01.jpg,model08,step05,bottom,extrapart,A01
model08_step05_extrapart-A01_bottom_02.jpg,model08,step05,bottom,extrapart,A01
model08_step05_extrapart-A01_front_01.jpg,model08,step05,front,extrapart,A01
model08_step05_extrapart-A01_left_01.jpg,model08,step05,left,extrapart,A01
model08_step05_extrapart-A01_right_01.jpg,model08,step05,right,extrapart,A01
model08_step05_extrapart-A01_right_02.jpg,model08,step05,right,extrapart,A01
model08_step05_extrapart-A01_top_01.jpg,model08,step05,top,extrapart,A01
model08_step05_criticalerror-A01_back_01.jpg,model08,step05,back,criticalerror,A01
model08_step05_criticalerror-A01_bottom_01.jpg,model08,step05,bottom,criticalerror,A01
model08_step05_criticalerror-A01_front_01.jpg,model08,step05,front,criticalerror,A01
model08_step05_criticalerror-A01_left_01.jpg,model08,step05,left,criticalerror,A01
model08_step05_criticalerror-A01_right_01.jpg,model08,step05,right,criticalerror,A01
model08_step05_criticalerror-A01_top_01.jpg,model08,step05,top,criticalerror,A01
