image_id,file_name,image_path,source_split,model_id,step_id,view_angle,is_error,error_type,error_detail,evaluation_scope,filename_valid,inventory_error_type,inventory_filename_valid,review_status,reviewer,review_notes
input/extrapart/model08_step05/model08_step05_extrapart-A01_bottom_01.jpg,model08_step05_extrapart-A01_bottom_01.jpg,input/extrapart/model08_step05/model08_step05_extrapart-A01_bottom_01.jpg,input,model08,step05,bottom,true,extra,A01,in_scope,true,extrapart,true,,,
input/extrapart/model08_step05/model08_step05_extrapart-A01_bottom_02.jpg,model08_step05_extrapart-A01_bottom_02.jpg,input/extrapart/model08_step05/model08_step05_extrapart-A01_bottom_02.jpg,input,model08,step05,bottom,true,extra,A01,in_scope,true,extrapart,true,,,
input/extrapart/model08_step05/model08_step05_extrapart-A01_front_01.jpg,model08_step05_extrapart-A01_front_01.jpg,input/extrapart/model08_step05/model08_step05_extrapart-A01_front_01.jpg,input,model08,step05,front,true,extra,A01,in_scope,true,extrapart,true,,,
input/extrapart/model08_step05/model08_step05_extrapart-A01_left_01.jpg,model08_step05_extrapart-A01_left_01.jpg,input/extrapart/model08_step05/model08_step05_extrapart-A01_left_01.jpg,input,model08,step05,left,true,extra,A01,in_scope,true,extrapart,true,,,
input/extrapart/model08_step05/model08_step05_extrapart-A01_right_01.jpg,model08_step05_extrapart-A01_right_01.jpg,input/extrapart/model08_step05/model08_step05_extrapart-A01_right_01.jpg,input,model08,step05,right,true,extra,A01,in_scope,true,extrapart,true,,,
input/extrapart/model08_step05/model08_step05_extrapart-A01_right_02.jpg,model08_step05_extrapart-A01_right_02.jpg,input/extrapart/model08_step05/model08_step05_extrapart-A01_right_02.jpg,input,model08,step05,right,true,extra,A01,in_scope,true,extrapart,true,,,
input/extrapart/model08_step05/model08_step05_extrapart-A01_top_01.jpg,model08_step05_extrapart-A01_top_01.jpg,input/extrapart/model08_step05/model08_step05_extrapart-A01_top_01.jpg,input,model08,step05,top,true,extra,A01,in_scope,true,extrapart,true,,,
input/missingpart/model03_step03/model03_step03_missingpart-A01_back_01.jpg,model03_step03_missingpart-A01_back_01.jpg,input/missingpart/model03_step03/model03_step03_missingpart-A01_back_01.jpg,input,model03,step03,back,true,missing,A01,in_scope,true,missingpart,true,,,
input/missingpart/model03_step03/model03_step03_missingpart-A01_back_02.jpg,model03_step03_missingpart-A01_back_02.jpg,input/missingpart/model03_step03/model03_step03_missingpart-A01_back_02.jpg,input,model03,step03,back,true,missing,A01,in_scope,true,missingpart,true,,,
input/missingpart/model03_step03/model03_step03_missingpart-A01_bottom_01.jpg,model03_step03_missingpart-A01_bottom_01.jpg,input/missingpart/model03_step03/model03_step03_missingpart-A01_bottom_01.jpg,input,model03,step03,bottom,true,missing,A01,in_scope,true,missingpart,true,,,
input/missingpart/model03_step03/model03_step03_missingpart-A01_front_01.jpg,model03_step03_missingpart-A01_front_01.jpg,input/missingpart/model03_step03/model03_step03_missingpart-A01_front_01.jpg,input,model03,step03,front,true,missing,A01,in_scope,true,missingpart,true,,,
input/missingpart/model03_step03/model03_step03_missingpart-A01_left_01.jpg,model03_step03_missingpart-A01_left_01.jpg,input/missingpart/model03_step03/model03_step03_missingpart-A01_left_01.jpg,input,model03,step03,left,true,missing,A01,in_scope,true,missingpart,true,,,
input/missingpart/model03_step03/model03_step03_missingpart-A01_right_01.jpg,model03_step03_missingpart-A01_right_01.jpg,input/missingpart/model03_step03/model03_step03_missingpart-A01_right_01.jpg,input,model03,step03,right,true,missing,A01,in_scope,true,missingpart,true,,,
input/missingpart/model03_step03/model03_step03_missingpart-A01_top_01.jpg,model03_step03_missingpart-A01_top_01.jpg,input/missingpart/model03_step03/model03_step03_missingpart-A01_top_01.jpg,input,model03,step03,top,true,missing,A01,in_scope,true,missingpart,true,,,
input/missingpart/model03_step03/model03_step03_missingpart-A01_top_02.jpg,model03_step03_missingpart-A01_top_02.jpg,input/missingpart/model03_step03/model03_step03_missingpart-A01_top_02.jpg,input,model03,step03,top,true,missing,A01,in_scope,true,missingpart,true,,,
input/missingpart/model03_step03/model03_step03_missingpart-B01_back_01.jpg,model03_step03_missingpart-B01_back_01.jpg,input/missingpart/model03_step03/model03_step03_missingpart-B01_back_01.jpg,input,model03,step03,back,true,missing,B01,in_scope,true,missingpart,true,,,
input/missingpart/model03_step03/model03_step03_missingpart-B01_back_02.jpg,model03_step03_missingpart-B01_back_02.jpg,input/missingpart/model03_step03/model03_step03_missingpart-B01_back_02.jpg,input,model03,step03,back,true,missing,B01,in_scope,true,missingpart,true,,,
input/missingpart/model03_step03/model03_step03_missingpart-B01_bottom_01.jpg,model03_step03_missingpart-B01_bottom_01.jpg,input/missingpart/model03_step03/model03_step03_missingpart-B01_bottom_01.jpg,input,model03,step03,bottom,true,missing,B01,in_scope,true,missingpart,true,,,
input/missingpart/model03_step03/model03_step03_missingpart-B01_front_01.jpg,model03_step03_missingpart-B01_front_01.jpg,input/missingpart/model03_step03/model03_step03_missingpart-B01_front_01.jpg,input,model03,step03,front,true,missing,B01,in_scope,true,missingpart,true,,,
input/missingpart/model03_step03/model03_step03_missingpart-B01_left_01.jpg,model03_step03_missingpart-B01_left_01.jpg,input/missingpart/model03_step03/model03_step03_missingpart-B01_left_01.jpg,input,model03,step03,left,true,missing,B01,in_scope,true,missingpart,true,,,
input/missingpart/model03_step03/model03_step03_missingpart-B01_right_01.jpg,model03_step03_missingpart-B01_right_01.jpg,input/missingpart/model03_step03/model03_step03_missingpart-B01_right_01.jpg,input,model03,step03,right,true,missing,B01,in_scope,true,missingpart,true,,,
input/missingpart/model03_step03/model03_step03_missingpart-B01_top_01.jpg,model03_step03_missingpart-B01_top_01.jpg,input/missingpart/model03_step03/model03_step03_missingpart-B01_top_01.jpg,input,model03,step03,top,true,missing,B01,in_scope,true,missingpart,true,,,
input/missingpart/model03_step03/model03_step03_missingpart-B01_top_02.jpg,model03_step03_missingpart-B01_top_02.jpg,input/missingpart/model03_step03/model03_step03_missingpart-B01_top_02.jpg,input,model03,step03,top,true,missing,B01,in_scope,true,missingpart,true,,,
input/missingpart/model08_step05/model08_step05_missingpart-A01_back_01.jpg,model08_step05_missingpart-A01_back_01.jpg,input/missingpart/model08_step05/model08_step05_missingpart-A01_back_01.jpg,input,model08,step05,back,true,missing,A01,in_scope,true,missingpart,true,,,
input/missingpart/model08_step05/model08_step05_missingpart-A01_bottom_01.jpg,model08_step05_missingpart-A01_bottom_01.jpg,input/missingpart/model08_step05/model08_step05_missingpart-A01_bottom_01.jpg,input,model08,step05,bottom,true,missing,A01,in_scope,true,missingpart,true,,,
input/missingpart/model08_step05/model08_step05_missingpart-A01_front_01.jpg,model08_step05_missingpart-A01_front_01.jpg,input/missingpart/model08_step05/model08_step05_missingpart-A01_front_01.jpg,input,model08,step05,front,true,missing,A01,in_scope,true,missingpart,true,,,
input/missingpart/model08_step05/model08_step05_missingpart-A01_left_01.jpg,model08_step05_missingpart-A01_left_01.jpg,input/missingpart/model08_step05/model08_step05_missingpart-A01_left_01.jpg,input,model08,step05,left,true,missing,A01,in_scope,true,missingpart,true,,,
input/missingpart/model08_step05/model08_step05_missingpart-A01_right_01.jpg,model08_step05_missingpart-A01_right_01.jpg,input/missingpart/model08_step05/model08_step05_missingpart-A01_right_01.jpg,input,model08,step05,right,true,missing,A01,in_scope,true,missingpart,true,,,
input/missingpart/model08_step05/model08_step05_missingpart-A01_top_01.jpg,model08_step05_missingpart-A01_top_01.jpg,input/missingpart/model08_step05/model08_step05_missingpart-A01_top_01.jpg,input,model08,step05,top,true,missing,A01,in_scope,true,missingpart,true,,,
input/missingpart/model08_step05/model08_step05_missingpart-B01_back_01.jpg,model08_step05_missingpart-B01_back_01.jpg,input/missingpart/model08_step05/model08_step05_missingpart-B01_back_01.jpg,input,model08,step05,back,true,missing,B01,in_scope,true,missingpart,true,,,
input/missingpart/model08_step05/model08_step05_missingpart-B01_bottom_01.jpg,model08_step05_missingpart-B01_bottom_01.jpg,input/missingpart/model08_step05/model08_step05_missingpart-B01_bottom_01.jpg,input,model08,step05,bottom,true,missing,B01,in_scope,true,missingpart,true,,,
input/missingpart/model08_step05/model08_step05_missingpart-B01_front_01.jpg,model08_step05_missingpart-B01_front_01.jpg,input/missingpart/model08_step05/model08_step05_missingpart-B01_front_01.jpg,input,model08,step05,front,true,missing,B01,in_scope,true,missingpart,true,,,
input/missingpart/model08_step05/model08_step05_missingpart-B01_left_01.jpg,model08_step05_missingpart-B01_left_01.jpg,input/missingpart/model08_step05/model08_step05_missingpart-B01_left_01.jpg,input,model08,step05,left,true,missing,B01,in_scope,true,missingpart,true,,,
input/missingpart/model08_step05/model08_step05_missingpart-B01_right_01.jpg,model08_step05_missingpart-B01_right_01.jpg,input/missingpart/model08_step05/model08_step05_missingpart-B01_right_01.jpg,input,model08,step05,right,true,missing,B01,in_scope,true,missingpart,true,,,
input/missingpart/model08_step05/model08_step05_missingpart-B01_top_01.jpg,model08_step05_missingpart-B01_top_01.jpg,input/missingpart/model08_step05/model08_step05_missingpart-B01_top_01.jpg,input,model08,step05,top,true,missing,B01,in_scope,true,missingpart,true,,,
input/missingpart/model08_step05/model08_step05_missingpart-C01_back_01.jpg,model08_step05_missingpart-C01_back_01.jpg,input/missingpart/model08_step05/model08_step05_missingpart-C01_back_01.jpg,input,model08,step05,back,true,missing,C01,in_scope,true,missingpart,true,,,
input/missingpart/model08_step05/model08_step05_missingpart-C01_bottom_01.jpg,model08_step05_missingpart-C01_bottom_01.jpg,input/missingpart/model08_step05/model08_step05_missingpart-C01_bottom_01.jpg,input,model08,step05,bottom,true,missing,C01,in_scope,true,missingpart,true,,,
input/missingpart/model08_step05/model08_step05_missingpart-C01_front_01.jpg,model08_step05_missingpart-C01_front_01.jpg,input/missingpart/model08_step05/model08_step05_missingpart-C01_front_01.jpg,input,model08,step05,front,true,missing,C01,in_scope,true,missingpart,true,,,
input/missingpart/model08_step05/model08_step05_missingpart-C01_left_01.jpg,model08_step05_missingpart-C01_left_01.jpg,input/missingpart/model08_step05/model08_step05_missingpart-C01_left_01.jpg,input,model08,step05,left,true,missing,C01,in_scope,true,missingpart,true,,,
input/missingpart/model08_step05/model08_step05_missingpart-C01_right_01.jpg,model08_step05_missingpart-C01_right_01.jpg,input/missingpart/model08_step05/model08_step05_missingpart-C01_right_01.jpg,input,model08,step05,right,true,missing,C01,in_scope,true,missingpart,true,,,
input/missingpart/model08_step05/model08_step05_missingpart-C01_top_01.jpg,model08_step05_missingpart-C01_top_01.jpg,input/missingpart/model08_step05/model08_step05_missingpart-C01_top_01.jpg,input,model08,step05,top,true,missing,C01,in_scope,true,missingpart,true,,,
input/normal/model03_step01/model03_step01_correct-01_back_01.jpg,model03_step01_correct-01_back_01.jpg,input/normal/model03_step01/model03_step01_correct-01_back_01.jpg,input,model03,step01,back,false,correct,,in_scope,true,correct,true,,,
input/normal/model03_step01/model03_step01_correct-01_bottom_01.jpg,model03_step01_correct-01_bottom_01.jpg,input/normal/model03_step01/model03_step01_correct-01_bottom_01.jpg,input,model03,step01,bottom,false,correct,,in_scope,true,correct,true,,,
input/normal/model03_step01/model03_step01_correct-01_front_01.jpg,model03_step01_correct-01_front_01.jpg,input/normal/model03_step01/model03_step01_correct-01_front_01.jpg,input,model03,step01,front,false,correct,,in_scope,true,correct,true,,,
input/normal/model03_step01/model03_step01_correct-01_left_01.jpg,model03_step01_correct-01_left_01.jpg,input/normal/model03_step01/model03_step01_correct-01_left_01.jpg,input,model03,step01,left,false,correct,,in_scope,true,correct,true,,,
input/normal/model03_step01/model03_step01_correct-01_right_01.jpg,model03_step01_correct-01_right_01.jpg,input/normal/model03_step01/model03_step01_correct-01_right_01.jpg,input,model03,step01,right,false,correct,,in_scope,true,correct,true,,,
input/normal/model03_step01/model03_step01_correct-01_top_01.jpg,model03_step01_correct-01_top_01.jpg,input/normal/model03_step01/model03_step01_correct-01_top_01.jpg,input,model03,step01,top,false,correct,,in_scope,true,correct,true,,,
input/normal/model03_step02/model03_step02_correct-01_back_01.jpg,model03_step02_correct-01_back_01.jpg,input/normal/model03_step02/model03_step02_correct-01_back_01.jpg,input,model03,step02,back,false,correct,,in_scope,true,correct,true,,,
input/normal/model03_step02/model03_step02_correct-01_bottom_01.jpg,model03_step02_correct-01_bottom_01.jpg,input/normal/model03_step02/model03_step02_correct-01_bottom_01.jpg,input,model03,step02,bottom,false,correct,,in_scope,true,correct,true,,,
input/normal/model03_step02/model03_step02_correct-01_front_01.jpg,model03_step02_correct-01_front_01.jpg,input/normal/model03_step02/model03_step02_correct-01_front_01.jpg,input,model03,step02,front,false,correct,,in_scope,true,correct,true,,,
input/normal/model03_step02/model03_step02_correct-01_left_01.jpg,model03_step02_correct-01_left_01.jpg,input/normal/model03_step02/model03_step02_correct-01_left_01.jpg,input,model03,step02,left,false,correct,,in_scope,true,correct,true,,,
input/normal/model03_step02/model03_step02_correct-01_right_01.jpg,model03_step02_correct-01_right_01.jpg,input/normal/model03_step02/model03_step02_correct-01_right_01.jpg,input,model03,step02,right,false,correct,,in_scope,true,correct,true,,,
input/normal/model03_step02/model03_step02_correct-01_top_01.jpg,model03_step02_correct-01_top_01.jpg,input/normal/model03_step02/model03_step02_correct-01_top_01.jpg,input,model03,step02,top,false,correct,,in_scope,true,correct,true,,,
input/normal/model03_step03/model03_step03_correct-01_back_01.jpg,model03_step03_correct-01_back_01.jpg,input/normal/model03_step03/model03_step03_correct-01_back_01.jpg,input,model03,step03,back,false,correct,,in_scope,true,correct,true,,,
input/normal/model03_step03/model03_step03_correct-01_back_02.jpg,model03_step03_correct-01_back_02.jpg,input/normal/model03_step03/model03_step03_correct-01_back_02.jpg,input,model03,step03,back,false,correct,,in_scope,true,correct,true,,,
input/normal/model03_step03/model03_step03_correct-01_back_03.jpg,model03_step03_correct-01_back_03.jpg,input/normal/model03_step03/model03_step03_correct-01_back_03.jpg,input,model03,step03,back,false,correct,,in_scope,true,correct,true,,,
input/normal/model03_step03/model03_step03_correct-01_bottom_01.jpg,model03_step03_correct-01_bottom_01.jpg,input/normal/model03_step03/model03_step03_correct-01_bottom_01.jpg,input,model03,step03,bottom,false,correct,,in_scope,true,correct,true,,,
input/normal/model03_step03/model03_step03_correct-01_front_01.jpg,model03_step03_correct-01_front_01.jpg,input/normal/model03_step03/model03_step03_correct-01_front_01.jpg,input,model03,step03,front,false,correct,,in_scope,true,correct,true,,,
input/normal/model03_step03/model03_step03_correct-01_left_01.jpg,model03_step03_correct-01_left_01.jpg,input/normal/model03_step03/model03_step03_correct-01_left_01.jpg,input,model03,step03,left,false,correct,,in_scope,true,correct,true,,,
input/normal/model03_step03/model03_step03_correct-01_right_01.jpg,model03_step03_correct-01_right_01.jpg,input/normal/model03_step03/model03_step03_correct-01_right_01.jpg,input,model03,step03,right,false,correct,,in_scope,true,correct,true,,,
input/normal/model03_step03/model03_step03_correct-01_top_01.jpg,model03_step03_correct-01_top_01.jpg,input/normal/model03_step03/model03_step03_correct-01_top_01.jpg,input,model03,step03,top,false,correct,,in_scope,true,correct,true,,,
input/normal/model08_step01/model08_step01_correct-01_front_01.jpg,model08_step01_correct-01_front_01.jpg,input/normal/model08_step01/model08_step01_correct-01_front_01.jpg,input,model08,step01,front,false,correct,,in_scope,true,correct,true,,,
input/normal/model08_step01/model08_step01_correct-01_left_01.jpg,model08_step01_correct-01_left_01.jpg,input/normal/model08_step01/model08_step01_correct-01_left_01.jpg,input,model08,step01,left,false,correct,,in_scope,true,correct,true,,,
input/normal/model08_step01/model08_step01_correct-01_top_01.jpg,model08_step01_correct-01_top_01.jpg,input/normal/model08_step01/model08_step01_correct-01_top_01.jpg,input,model08,step01,top,false,correct,,in_scope,true,correct,true,,,
input/normal/model08_step01/model08_step01_correct-02_back_01.jpg,model08_step01_correct-02_back_01.jpg,input/normal/model08_step01/model08_step01_correct-02_back_01.jpg,input,model08,step01,back,false,correct,,in_scope,true,correct,true,,,
input/normal/model08_step01/model08_step01_correct-02_bottom_01.jpg,model08_step01_correct-02_bottom_01.jpg,input/normal/model08_step01/model08_step01_correct-02_bottom_01.jpg,input,model08,step01,bottom,false,correct,,in_scope,true,correct,true,,,
input/normal/model08_step01/model08_step01_correct-02_front_01.jpg,model08_step01_correct-02_front_01.jpg,input/normal/model08_step01/model08_step01_correct-02_front_01.jpg,input,model08,step01,front,false,correct,,in_scope,true,correct,true,,,
input/normal/model08_step01/model08_step01_correct-02_left_01.jpg,model08_step01_correct-02_left_01.jpg,input/normal/model08_step01/model08_step01_correct-02_left_01.jpg,input,model08,step01,left,false,correct,,in_scope,true,correct,true,,,
input/normal/model08_step01/model08_step01_correct-02_right_01.jpg,model08_step01_correct-02_right_01.jpg,input/normal/model08_step01/model08_step01_correct-02_right_01.jpg,input,model08,step01,right,false,correct,,in_scope,true,correct,true,,,
input/normal/model08_step01/model08_step01_correct-02_top_01.jpg,model08_step01_correct-02_top_01.jpg,input/normal/model08_step01/model08_step01_correct-02_top_01.jpg,input,model08,step01,top,false,correct,,in_scope,true,correct,true,,,
input/normal/model08_step01/model08_step01_correct-03_back_01.jpg_,model08_step01_correct-03_back_01.jpg_,input/normal/model08_step01/model08_step01_correct-03_back_01.jpg_,input,model08,step01,back,false,correct,,in_scope,false,correct,false,,,
input/normal/model08_step01/model08_step01_correct-03_bottom_01.jpg,model08_step01_correct-03_bottom_01.jpg,input/normal/model08_step01/model08_step01_correct-03_bottom_01.jpg,input,model08,step01,bottom,false,correct,,in_scope,true,correct,true,,,
input/normal/model08_step01/model08_step01_correct-03_front_01.jpg,model08_step01_correct-03_front_01.jpg,input/normal/model08_step01/model08_step01_correct-03_front_01.jpg,input,model08,step01,front,false,correct,,in_scope,true,correct,true,,,
input/normal/model08_step01/model08_step01_correct-03_left_01.jpg,model08_step01_correct-03_left_01.jpg,input/normal/model08_step01/model08_step01_correct-03_left_01.jpg,input,model08,step01,left,false,correct,,in_scope,true,correct,true,,,
input/normal/model08_step01/model08_step01_correct-03_right_01.jpg_,model08_step01_correct-03_right_01.jpg_,input/normal/model08_step01/model08_step01_correct-03_right_01.jpg_,input,model08,step01,right,false,correct,,in_scope,false,correct,false,,,
input/normal/model08_step01/model08_step01_correct-03_top_01.jpg,model08_step01_correct-03_top_01.jpg,input/normal/model08_step01/model08_step01_correct-03_top_01.jpg,input,model08,step01,top,false,correct,,in_scope,true,correct,true,,,
input/normal/model08_step02/model08_step02_correct-01_back_01.jpg,model08_step02_correct-01_back_01.jpg,input/normal/model08_step02/model08_step02_correct-01_back_01.jpg,input,model08,step02,back,false,correct,,in_scope,true,correct,true,,,
input/normal/model08_step02/model08_step02_correct-01_bottom_01.jpg,model08_step02_correct-01_bottom_01.jpg,input/normal/model08_step02/model08_step02_correct-01_bottom_01.jpg,input,model08,step02,bottom,false,correct,,in_scope,true,correct,true,,,
input/normal/model08_step02/model08_step02_correct-01_front_01.jpg,model08_step02_correct-01_front_01.jpg,input/normal/model08_step02/model08_step02_correct-01_front_01.jpg,input,model08,step02,front,false,correct,,in_scope,true,correct,true,,,
input/normal/model08_step02/model08_step02_correct-01_left_01.jpg,model08_step02_correct-01_left_01.jpg,input/normal/model08_step02/model08_step02_correct-01_left_01.jpg,input,model08,step02,left,false,correct,,in_scope,true,correct,true,,,
input/normal/model08_step02/model08_step02_correct-01_right_01.jpg,model08_step02_correct-01_right_01.jpg,input/normal/model08_step02/model08_step02_correct-01_right_01.jpg,input,model08,step02,right,false,correct,,in_scope,true,correct,true,,,
input/normal/model08_step02/model08_step02_correct-01_top_01.jpg,model08_step02_correct-01_top_01.jpg,input/normal/model08_step02/model08_step02_correct-01_top_01.jpg,input,model08,step02,top,false,correct,,in_scope,true,correct,true,,,
input/normal/model08_step03/model08_step03_correct-01_back_01.jpg,model08_step03_correct-01_back_01.jpg,input/normal/model08_step03/model08_step03_correct-01_back_01.jpg,input,model08,step03,back,false,correct,,in_scope,true,correct,true,,,
input/normal/model08_step03/model08_step03_correct-01_bottom_01.jpg,model08_step03_correct-01_bottom_01.jpg,input/normal/model08_step03/model08_step03_correct-01_bottom_01.jpg,input,model08,step03,bottom,false,correct,,in_scope,true,correct,true,,,
input/normal/model08_step03/model08_step03_correct-01_front_01.jpg,model08_step03_correct-01_front_01.jpg,input/normal/model08_step03/model08_step03_correct-01_front_01.jpg,input,model08,step03,front,false,correct,,in_scope,true,correct,true,,,
input/normal/model08_step03/model08_step03_correct-01_left_01.jpg,model08_step03_correct-01_left_01.jpg,input/normal/model08_step03/model08_step03_correct-01_left_01.jpg,input,model08,step03,left,false,correct,,in_scope,true,correct,true,,,
input/normal/model08_step03/model08_step03_correct-01_right_01.jpg,model08_step03_correct-01_right_01.jpg,input/normal/model08_step03/model08_step03_correct-01_right_01.jpg,input,model08,step03,right,false,correct,,in_scope,true,correct,true,,,
input/normal/model08_step03/model08_step03_correct-01_top_01.jpg,model08_step03_correct-01_top_01.jpg,input/normal/model08_step03/model08_step03_correct-01_top_01.jpg,input,model08,step03,top,false,correct,,in_scope,true,correct,true,,,
input/normal/model08_step04/model08_step04_correct-01_back_01.jpg,model08_step04_correct-01_back_01.jpg,input/normal/model08_step04/model08_step04_correct-01_back_01.jpg,input,model08,step04,back,false,correct,,in_scope,true,correct,true,,,
input/normal/model08_step04/model08_step04_correct-01_bottom_01.jpg,model08_step04_correct-01_bottom_01.jpg,input/normal/model08_step04/model08_step04_correct-01_bottom_01.jpg,input,model08,step04,bottom,false,correct,,in_scope,true,correct,true,,,
input/normal/model08_step04/model08_step04_correct-01_bottom_02.jpg,model08_step04_correct-01_bottom_02.jpg,input/normal/model08_step04/model08_step04_correct-01_bottom_02.jpg,input,model08,step04,bottom,false,correct,,in_scope,true,correct,true,,,
input/normal/model08_step04/model08_step04_correct-01_front_01.jpg,model08_step04_correct-01_front_01.jpg,input/normal/model08_step04/model08_step04_correct-01_front_01.jpg,input,model08,step04,front,false,correct,,in_scope,true,correct,true,,,
input/normal/model08_step04/model08_step04_correct-01_left_01.jpg,model08_step04_correct-01_left_01.jpg,input/normal/model08_step04/model08_step04_correct-01_left_01.jpg,input,model08,step04,left,false,correct,,in_scope,true,correct,true,,,
input/normal/model08_step04/model08_step04_correct-01_right_01.jpg,model08_step04_correct-01_right_01.jpg,input/normal/model08_step04/model08_step04_correct-01_right_01.jpg,input,model08,step04,right,false,correct,,in_scope,true,correct,true,,,
input/normal/model08_step04/model08_step04_correct-01_top_01.jpg,model08_step04_correct-01_top_01.jpg,input/normal/model08_step04/model08_step04_correct-01_top_01.jpg,input,model08,step04,top,false,correct,,in_scope,true,correct,true,,,
input/normal/model08_step05/model08_step05_correct-01_back_01.jpg,model08_step05_correct-01_back_01.jpg,input/normal/model08_step05/model08_step05_correct-01_back_01.jpg,input,model08,step05,back,false,correct,,in_scope,true,correct,true,,,
input/normal/model08_step05/model08_step05_correct-01_bottom_01.jpg,model08_step05_correct-01_bottom_01.jpg,input/normal/model08_step05/model08_step05_correct-01_bottom_01.jpg,input,model08,step05,bottom,false,correct,,in_scope,true,correct,true,,,
input/normal/model08_step05/model08_step05_correct-01_front_01.jpg,model08_step05_correct-01_front_01.jpg,input/normal/model08_step05/model08_step05_correct-01_front_01.jpg,input,model08,step05,front,false,correct,,in_scope,true,correct,true,,,
input/normal/model08_step05/model08_step05_correct-01_left_01.jpg,model08_step05_correct-01_left_01.jpg,input/normal/model08_step05/model08_step05_correct-01_left_01.jpg,input,model08,step05,left,false,correct,,in_scope,true,correct,true,,,
input/normal/model08_step05/model08_step05_correct-01_right_01.jpg,model08_step05_correct-01_right_01.jpg,input/normal/model08_step05/model08_step05_correct-01_right_01.jpg,input,model08,step05,right,false,correct,,in_scope,true,correct,true,,,
input/normal/model08_step05/model08_step05_correct-01_top_01.jpg,model08_step05_correct-01_top_01.jpg,input/normal/model08_step05/model08_step05_correct-01_top_01.jpg,input,model08,step05,top,false,correct,,in_scope,true,correct,true,,,
input/positionerror/model08_step05/model08_step05_positionerror-B01_back_01.jpg,model08_step05_positionerror-B01_back_01.jpg,input/positionerror/model08_step05/model08_step05_positionerror-B01_back_01.jpg,input,model08,step05,back,true,position,B01,in_scope,true,positionerror,true,,,
